sample	read_id	contig	strain_id
T2	T2|strain2|0011273	demo_contig_1	strain2
T2	T2|strain2|0011382	demo_contig_1	strain2
T2	T2|strain2|0011391	demo_contig_1	strain2
T2	T2|strain2|0011404	demo_contig_1	strain2
T2	T2|strain2|0011513	demo_contig_1	strain2
T2	T2|strain2|0011558	demo_contig_1	strain2
T2	T2|strain2|0011563	demo_contig_1	strain2
T2	T2|strain2|0011645	demo_contig_1	strain2
T2	T2|strain2|0011728	demo_contig_1	strain2
T2	T2|strain2|0011830	demo_contig_1	strain2
T2	T2|strain2|0011902	demo_contig_1	strain2
T2	T2|strain2|0011963	demo_contig_1	strain2
T2	T2|strain2|0011970	demo_contig_1	strain2
T2	T2|strain2|0012000	demo_contig_1	strain2
T2	T2|strain2|0012019	demo_contig_1	strain2
T2	T2|strain2|0012123	demo_contig_1	strain2
T2	T2|strain2|0012145	demo_contig_1	strain2
T2	T2|strain2|0012147	demo_contig_1	strain2
T2	T2|strain2|0012236	demo_contig_1	strain2
T2	T2|strain2|0012270	demo_contig_1	strain2
T2	T2|strain2|0012381	demo_contig_1	strain2
T2	T2|strain2|0012402	demo_contig_1	strain2
T2	T2|strain2|0012461	demo_contig_1	strain2
T2	T2|strain2|0012503	demo_contig_1	strain2
T2	T2|strain2|0012543	demo_contig_1	strain2
T2	T2|strain2|0012555	demo_contig_1	strain2
T2	T2|strain2|0012587	demo_contig_1	strain2
T2	T2|strain2|0012620	demo_contig_1	strain2
T2	T2|strain2|0012660	demo_contig_1	strain2
T2	T2|strain2|0012685	demo_contig_1	strain2
T2	T2|strain2|0012719	demo_contig_1	strain2
T2	T2|strain2|0012776	demo_contig_1	strain2
T2	T2|strain2|0012793	demo_contig_1	strain2
T2	T2|strain2|0012806	demo_contig_1	strain2
T2	T2|strain2|0012839	demo_contig_1	strain2
T2	T2|strain2|0012898	demo_contig_1	strain2
T2	T2|strain2|0012947	demo_contig_1	strain2
T2	T2|strain2|0012961	demo_contig_1	strain2
T2	T2|strain2|0013100	demo_contig_1	strain2
T2	T2|strain2|0013111	demo_contig_1	strain2
T2	T2|strain2|0013233	demo_contig_1	strain2
T2	T2|strain2|0013247	demo_contig_1	strain2
T2	T2|strain2|0013321	demo_contig_1	strain2
T2	T2|strain2|0013356	demo_contig_1	strain2
T2	T2|strain2|0013381	demo_contig_1	strain2
T2	T2|strain2|0013386	demo_contig_1	strain2
T2	T2|strain2|0013412	demo_contig_1	strain2
T2	T2|strain2|0013494	demo_contig_1	strain2
T2	T2|strain2|0013536	demo_contig_1	strain2
T2	T2|strain2|0013553	demo_contig_1	strain2
T2	T2|strain2|0013590	demo_contig_1	strain2
T2	T2|strain2|0013598	demo_contig_1	strain2
T2	T2|strain2|0013619	demo_contig_1	strain2
T2	T2|strain2|0013667	demo_contig_1	strain2
T2	T2|strain2|0013818	demo_contig_1	strain2
T2	T2|strain2|0013899	demo_contig_1	strain2
T2	T2|strain2|0013900	demo_contig_1	strain2
T2	T2|strain2|0013949	demo_contig_1	strain2
T2	T2|strain2|0013963	demo_contig_1	strain2
T2	T2|strain2|0013980	demo_contig_1	strain2
T2	T2|strain2|0014017	demo_contig_1	strain2
T2	T2|strain2|0014039	demo_contig_1	strain2
T2	T2|strain2|0014121	demo_contig_1	strain2
T2	T2|strain2|0014151	demo_contig_1	strain2
T2	T2|strain2|0014221	demo_contig_1	strain2
T2	T2|strain2|0014316	demo_contig_1	strain2
T2	T2|strain2|0014407	demo_contig_1	strain2
T2	T2|strain2|0014410	demo_contig_1	strain2
T2	T2|strain2|0014416	demo_contig_1	strain2
T2	T2|strain2|0014488	demo_contig_1	strain2
T2	T2|strain2|0014511	demo_contig_1	strain2
T2	T2|strain2|0014543	demo_contig_1	strain2
T2	T2|strain2|0014585	demo_contig_1	strain2
T2	T2|strain2|0014601	demo_contig_1	strain2
T2	T2|strain2|0014646	demo_contig_1	strain2
T2	T2|strain2|0014675	demo_contig_1	strain2
T2	T2|strain2|0014718	demo_contig_1	strain2
T2	T2|strain2|0014821	demo_contig_1	strain2
T2	T2|strain2|0014837	demo_contig_1	strain2
T2	T2|strain2|0014969	demo_contig_1	strain2
T2	T2|strain2|0015088	demo_contig_1	strain2
T2	T2|strain2|0015198	demo_contig_1	strain2
T2	T2|strain2|0015255	demo_contig_1	strain2
T2	T2|strain2|0015256	demo_contig_1	strain2
T2	T2|strain2|0015277	demo_contig_1	strain2
T2	T2|strain2|0015321	demo_contig_1	strain2
T2	T2|strain2|0015376	demo_contig_1	strain2
T2	T2|strain2|0015423	demo_contig_1	strain2
T2	T2|strain2|0015436	demo_contig_1	strain2
T2	T2|strain2|0015477	demo_contig_1	strain2
T2	T2|strain2|0015570	demo_contig_1	strain2
T2	T2|strain2|0015665	demo_contig_1	strain2
T2	T2|strain2|0015750	demo_contig_1	strain2
T2	T2|strain2|0015880	demo_contig_1	strain2
T2	T2|strain2|0016056	demo_contig_1	strain2
T2	T2|strain2|0016072	demo_contig_1	strain2
T2	T2|strain2|0016078	demo_contig_1	strain2
T2	T2|strain2|0016132	demo_contig_1	strain2
T2	T2|strain2|0016137	demo_contig_1	strain2
T2	T2|strain2|0016168	demo_contig_1	strain2
T2	T2|strain2|0016274	demo_contig_1	strain2
T2	T2|strain2|0016297	demo_contig_1	strain2
T2	T2|strain2|0016324	demo_contig_1	strain2
T2	T2|strain2|0016441	demo_contig_1	strain2
T2	T2|strain2|0016521	demo_contig_1	strain2
T2	T2|strain2|0016567	demo_contig_1	strain2
T2	T2|strain2|0016670	demo_contig_1	strain2
T2	T2|strain2|0016676	demo_contig_1	strain2
T2	T2|strain2|0016728	demo_contig_1	strain2
T2	T2|strain2|0016745	demo_contig_1	strain2
T2	T2|strain2|0016803	demo_contig_1	strain2
T2	T2|strain2|0016914	demo_contig_1	strain2
T2	T2|strain2|0016932	demo_contig_1	strain2
T2	T2|strain2|0017006	demo_contig_1	strain2
T2	T2|strain2|0017067	demo_contig_1	strain2
T2	T2|strain2|0017114	demo_contig_1	strain2
T2	T2|strain2|0017141	demo_contig_1	strain2
T2	T2|strain2|0017201	demo_contig_1	strain2
T2	T2|strain2|0017225	demo_contig_1	strain2
T2	T2|strain2|0017293	demo_contig_1	strain2
T2	T2|strain2|0017305	demo_contig_1	strain2
T2	T2|strain2|0017336	demo_contig_1	strain2
T2	T2|strain2|0017423	demo_contig_1	strain2
T2	T2|strain2|0017449	demo_contig_1	strain2
T2	T2|strain2|0017505	demo_contig_1	strain2
T2	T2|strain2|0017524	demo_contig_1	strain2
T2	T2|strain2|0017559	demo_contig_1	strain2
T2	T2|strain2|0017566	demo_contig_1	strain2
T2	T2|strain2|0017582	demo_contig_1	strain2
T2	T2|strain2|0017636	demo_contig_1	strain2
T2	T2|strain2|0017670	demo_contig_1	strain2
T2	T2|strain2|0017826	demo_contig_1	strain2
T2	T2|strain2|0017866	demo_contig_1	strain2
T2	T2|strain2|0018031	demo_contig_1	strain2
T2	T2|strain2|0018090	demo_contig_1	strain2
T2	T2|strain2|0018093	demo_contig_1	strain2
T2	T2|strain2|0018171	demo_contig_1	strain2
T2	T2|strain2|0018221	demo_contig_1	strain2
T2	T2|strain2|0018300	demo_contig_1	strain2
T2	T2|strain2|0018322	demo_contig_1	strain2
T2	T2|strain2|0018409	demo_contig_1	strain2
T2	T2|strain2|0018427	demo_contig_1	strain2
T2	T2|strain2|0018457	demo_contig_1	strain2
T3	T3|strain1|0000009	demo_contig_1	strain1
T3	T3|strain1|0000057	demo_contig_1	strain1
T3	T3|strain1|0000084	demo_contig_1	strain1
T3	T3|strain1|0000092	demo_contig_1	strain1
T3	T3|strain1|0000250	demo_contig_1	strain1
T3	T3|strain1|0000353	demo_contig_1	strain1
T3	T3|strain1|0000389	demo_contig_1	strain1
T3	T3|strain1|0000393	demo_contig_1	strain1
T3	T3|strain1|0000435	demo_contig_1	strain1
T3	T3|strain1|0000438	demo_contig_1	strain1
T3	T3|strain1|0000503	demo_contig_1	strain1
T3	T3|strain1|0000536	demo_contig_1	strain1
T3	T3|strain1|0000589	demo_contig_1	strain1
T3	T3|strain1|0000709	demo_contig_1	strain1
T3	T3|strain1|0000718	demo_contig_1	strain1
T3	T3|strain1|0000833	demo_contig_1	strain1
T3	T3|strain1|0000841	demo_contig_1	strain1
T3	T3|strain1|0000863	demo_contig_1	strain1
T3	T3|strain1|0000891	demo_contig_1	strain1
T3	T3|strain1|0000895	demo_contig_1	strain1
T3	T3|strain1|0000979	demo_contig_1	strain1
T3	T3|strain1|0001054	demo_contig_1	strain1
T3	T3|strain1|0001070	demo_contig_1	strain1
T3	T3|strain1|0001156	demo_contig_1	strain1
T3	T3|strain1|0001194	demo_contig_1	strain1
T3	T3|strain1|0001276	demo_contig_1	strain1
T3	T3|strain1|0001309	demo_contig_1	strain1
T3	T3|strain1|0001312	demo_contig_1	strain1
T3	T3|strain1|0001315	demo_contig_1	strain1
T3	T3|strain1|0001335	demo_contig_1	strain1
T3	T3|strain1|0001373	demo_contig_1	strain1
T3	T3|strain1|0001410	demo_contig_1	strain1
T3	T3|strain1|0001438	demo_contig_1	strain1
T3	T3|strain1|0001475	demo_contig_1	strain1
T3	T3|strain1|0001519	demo_contig_1	strain1
T3	T3|strain1|0001558	demo_contig_1	strain1
T3	T3|strain1|0001698	demo_contig_1	strain1
T3	T3|strain1|0001743	demo_contig_1	strain1
T3	T3|strain1|0001800	demo_contig_1	strain1
T3	T3|strain1|0001843	demo_contig_1	strain1
T3	T3|strain1|0001901	demo_contig_1	strain1
T3	T3|strain1|0001917	demo_contig_1	strain1
T3	T3|strain1|0001967	demo_contig_1	strain1
T3	T3|strain1|0002297	demo_contig_1	strain1
T3	T3|strain1|0002303	demo_contig_1	strain1
T3	T3|strain1|0002342	demo_contig_1	strain1
T3	T3|strain1|0002364	demo_contig_1	strain1
T3	T3|strain1|0002392	demo_contig_1	strain1
T3	T3|strain1|0002433	demo_contig_1	strain1
T3	T3|strain1|0002448	demo_contig_1	strain1
T3	T3|strain1|0002479	demo_contig_1	strain1
T3	T3|strain1|0002515	demo_contig_1	strain1
T3	T3|strain1|0002521	demo_contig_1	strain1
T3	T3|strain1|0002538	demo_contig_1	strain1
T3	T3|strain1|0002572	demo_contig_1	strain1
T3	T3|strain1|0002752	demo_contig_1	strain1
T3	T3|strain1|0002775	demo_contig_1	strain1
T3	T3|strain1|0002826	demo_contig_1	strain1
T3	T3|strain1|0002839	demo_contig_1	strain1
T3	T3|strain1|0002917	demo_contig_1	strain1
T3	T3|strain1|0002918	demo_contig_1	strain1
T3	T3|strain1|0002930	demo_contig_1	strain1
T3	T3|strain1|0002958	demo_contig_1	strain1
T3	T3|strain1|0002966	demo_contig_1	strain1
T3	T3|strain1|0003150	demo_contig_1	strain1
T3	T3|strain1|0003160	demo_contig_1	strain1
T3	T3|strain1|0003181	demo_contig_1	strain1
T3	T3|strain1|0003211	demo_contig_1	strain1
T3	T3|strain1|0003299	demo_contig_1	strain1
T3	T3|strain1|0003342	demo_contig_1	strain1
T3	T3|strain1|0003441	demo_contig_1	strain1
T3	T3|strain1|0003486	demo_contig_1	strain1
T3	T3|strain1|0003497	demo_contig_1	strain1
T3	T3|strain1|0003620	demo_contig_1	strain1
T3	T3|strain1|0003634	demo_contig_1	strain1
T3	T3|strain1|0003671	demo_contig_1	strain1
T3	T3|strain1|0003700	demo_contig_1	strain1
T3	T3|strain1|0003811	demo_contig_1	strain1
T3	T3|strain1|0003824	demo_contig_1	strain1
T3	T3|strain1|0003847	demo_contig_1	strain1
T3	T3|strain1|0003923	demo_contig_1	strain1
T3	T3|strain1|0003954	demo_contig_1	strain1
T3	T3|strain1|0004032	demo_contig_1	strain1
T3	T3|strain1|0004042	demo_contig_1	strain1
T3	T3|strain1|0004045	demo_contig_1	strain1
T3	T3|strain1|0004079	demo_contig_1	strain1
T3	T3|strain1|0004149	demo_contig_1	strain1
T3	T3|strain1|0004279	demo_contig_1	strain1
T3	T3|strain1|0004305	demo_contig_1	strain1
T3	T3|strain1|0004321	demo_contig_1	strain1
T3	T3|strain1|0004528	demo_contig_1	strain1
T3	T3|strain1|0004618	demo_contig_1	strain1
T3	T3|strain1|0004636	demo_contig_1	strain1
T3	T3|strain1|0004717	demo_contig_1	strain1
T3	T3|strain1|0004747	demo_contig_1	strain1
T3	T3|strain1|0004784	demo_contig_1	strain1
T3	T3|strain1|0004815	demo_contig_1	strain1
T3	T3|strain1|0004852	demo_contig_1	strain1
T3	T3|strain1|0004883	demo_contig_1	strain1
T3	T3|strain1|0005136	demo_contig_1	strain1
T3	T3|strain1|0005209	demo_contig_1	strain1
T3	T3|strain1|0005236	demo_contig_1	strain1
T3	T3|strain1|0005277	demo_contig_1	strain1
T3	T3|strain1|0005280	demo_contig_1	strain1
T3	T3|strain1|0005324	demo_contig_1	strain1
T3	T3|strain1|0005351	demo_contig_1	strain1
T3	T3|strain1|0005391	demo_contig_1	strain1
T3	T3|strain1|0005485	demo_contig_1	strain1
T3	T3|strain1|0005700	demo_contig_1	strain1
T3	T3|strain1|0005773	demo_contig_1	strain1
T3	T3|strain1|0005881	demo_contig_1	strain1
T3	T3|strain1|0005883	demo_contig_1	strain1
T3	T3|strain1|0005910	demo_contig_1	strain1
T3	T3|strain1|0005960	demo_contig_1	strain1
T3	T3|strain1|0006075	demo_contig_1	strain1
T3	T3|strain1|0006237	demo_contig_1	strain1
T3	T3|strain1|0006238	demo_contig_1	strain1
T3	T3|strain1|0006324	demo_contig_1	strain1
T3	T3|strain1|0006326	demo_contig_1	strain1
T3	T3|strain1|0006457	demo_contig_1	strain1
T3	T3|strain1|0006509	demo_contig_1	strain1
T3	T3|strain1|0006511	demo_contig_1	strain1
T3	T3|strain2|0000008	demo_contig_1	strain2
T3	T3|strain2|0000070	demo_contig_1	strain2
T3	T3|strain2|0000099	demo_contig_1	strain2
T3	T3|strain2|0000147	demo_contig_1	strain2
T3	T3|strain2|0000150	demo_contig_1	strain2
T3	T3|strain2|0000175	demo_contig_1	strain2
T3	T3|strain2|0000187	demo_contig_1	strain2
T3	T3|strain2|0000274	demo_contig_1	strain2
T3	T3|strain2|0000297	demo_contig_1	strain2
T3	T3|strain2|0000413	demo_contig_1	strain2
T3	T3|strain2|0000491	demo_contig_1	strain2
T3	T3|strain2|0000543	demo_contig_1	strain2
T3	T3|strain2|0000681	demo_contig_1	strain2
T3	T3|strain2|0000735	demo_contig_1	strain2
T3	T3|strain2|0000753	demo_contig_1	strain2
T3	T3|strain2|0000822	demo_contig_1	strain2
T3	T3|strain2|0001075	demo_contig_1	strain2
T3	T3|strain2|0001085	demo_contig_1	strain2
T3	T3|strain2|0001107	demo_contig_1	strain2
T3	T3|strain2|0001189	demo_contig_1	strain2
T3	T3|strain2|0001245	demo_contig_1	strain2
T3	T3|strain2|0001250	demo_contig_1	strain2
T3	T3|strain2|0001259	demo_contig_1	strain2
T3	T3|strain2|0001390	demo_contig_1	strain2
T3	T3|strain2|0001419	demo_contig_1	strain2
T3	T3|strain2|0001495	demo_contig_1	strain2
T3	T3|strain2|0001589	demo_contig_1	strain2
T3	T3|strain2|0001642	demo_contig_1	strain2
T3	T3|strain2|0001721	demo_contig_1	strain2
T3	T3|strain2|0001756	demo_contig_1	strain2
T3	T3|strain2|0001807	demo_contig_1	strain2
T3	T3|strain2|0002074	demo_contig_1	strain2
T3	T3|strain2|0002095	demo_contig_1	strain2
T3	T3|strain2|0002193	demo_contig_1	strain2
T3	T3|strain2|0002224	demo_contig_1	strain2
T3	T3|strain2|0002248	demo_contig_1	strain2
T3	T3|strain2|0002275	demo_contig_1	strain2
T3	T3|strain2|0002280	demo_contig_1	strain2
T3	T3|strain2|0002363	demo_contig_1	strain2
T3	T3|strain2|0002424	demo_contig_1	strain2
T3	T3|strain2|0002556	demo_contig_1	strain2
T3	T3|strain2|0002572	demo_contig_1	strain2
T3	T3|strain2|0002590	demo_contig_1	strain2
T3	T3|strain2|0002632	demo_contig_1	strain2
T3	T3|strain2|0002679	demo_contig_1	strain2
T3	T3|strain2|0002710	demo_contig_1	strain2
T3	T3|strain2|0002768	demo_contig_1	strain2
T3	T3|strain2|0002797	demo_contig_1	strain2
T3	T3|strain2|0002847	demo_contig_1	strain2
T3	T3|strain2|0002856	demo_contig_1	strain2
T3	T3|strain2|0002910	demo_contig_1	strain2
T3	T3|strain2|0002941	demo_contig_1	strain2
T3	T3|strain2|0002942	demo_contig_1	strain2
T3	T3|strain2|0002974	demo_contig_1	strain2
T3	T3|strain2|0002977	demo_contig_1	strain2
T3	T3|strain2|0003075	demo_contig_1	strain2
T3	T3|strain2|0003203	demo_contig_1	strain2
T3	T3|strain2|0003204	demo_contig_1	strain2
T3	T3|strain2|0003216	demo_contig_1	strain2
T3	T3|strain2|0003304	demo_contig_1	strain2
T3	T3|strain2|0003328	demo_contig_1	strain2
T3	T3|strain2|0003335	demo_contig_1	strain2
T3	T3|strain2|0003499	demo_contig_1	strain2
T3	T3|strain2|0003658	demo_contig_1	strain2
T3	T3|strain2|0003703	demo_contig_1	strain2
T3	T3|strain2|0003813	demo_contig_1	strain2
T3	T3|strain2|0003844	demo_contig_1	strain2
T3	T3|strain2|0003853	demo_contig_1	strain2
T3	T3|strain2|0003907	demo_contig_1	strain2
T3	T3|strain2|0003908	demo_contig_1	strain2
T3	T3|strain2|0004112	demo_contig_1	strain2
T3	T3|strain2|0004125	demo_contig_1	strain2
T3	T3|strain2|0004185	demo_contig_1	strain2
T3	T3|strain2|0004266	demo_contig_1	strain2
T3	T3|strain2|0004424	demo_contig_1	strain2
T3	T3|strain2|0004512	demo_contig_1	strain2
T3	T3|strain2|0004538	demo_contig_1	strain2
T3	T3|strain2|0004570	demo_contig_1	strain2
T3	T3|strain2|0004792	demo_contig_1	strain2
T3	T3|strain2|0004801	demo_contig_1	strain2
T3	T3|strain2|0004958	demo_contig_1	strain2
T3	T3|strain2|0005085	demo_contig_1	strain2
T3	T3|strain2|0005087	demo_contig_1	strain2
T3	T3|strain2|0005211	demo_contig_1	strain2
T3	T3|strain2|0005274	demo_contig_1	strain2
T3	T3|strain2|0005385	demo_contig_1	strain2
T3	T3|strain2|0005393	demo_contig_1	strain2
T3	T3|strain2|0005646	demo_contig_1	strain2
T3	T3|strain2|0005675	demo_contig_1	strain2
T3	T3|strain2|0005773	demo_contig_1	strain2
T3	T3|strain2|0005812	demo_contig_1	strain2
T3	T3|strain2|0005849	demo_contig_1	strain2
T3	T3|strain2|0005884	demo_contig_1	strain2
T3	T3|strain2|0005889	demo_contig_1	strain2
T3	T3|strain2|0006001	demo_contig_1	strain2
T3	T3|strain2|0006159	demo_contig_1	strain2
T3	T3|strain2|0006178	demo_contig_1	strain2
T3	T3|strain2|0006218	demo_contig_1	strain2
T3	T3|strain2|0006241	demo_contig_1	strain2
T3	T3|strain2|0006276	demo_contig_1	strain2
T3	T3|strain2|0006480	demo_contig_1	strain2
T3	T3|strain2|0006493	demo_contig_1	strain2
T3	T3|strain2|0006497	demo_contig_1	strain2
T3	T3|strain2|0006505	demo_contig_1	strain2
T3	T3|strain2|0006514	demo_contig_1	strain2
T3	T3|strain2|0006762	demo_contig_1	strain2
T3	T3|strain2|0006810	demo_contig_1	strain2
T3	T3|strain2|0006838	demo_contig_1	strain2
T3	T3|strain2|0006888	demo_contig_1	strain2
T3	T3|strain2|0006961	demo_contig_1	strain2
T3	T3|strain2|0007037	demo_contig_1	strain2
T3	T3|strain2|0007068	demo_contig_1	strain2
T3	T3|strain2|0007096	demo_contig_1	strain2
T3	T3|strain2|0007101	demo_contig_1	strain2
T3	T3|strain2|0007129	demo_contig_1	strain2
T3	T3|strain2|0007202	demo_contig_1	strain2
T3	T3|strain2|0007234	demo_contig_1	strain2
T3	T3|strain2|0007247	demo_contig_1	strain2
T3	T3|strain2|0007348	demo_contig_1	strain2
T3	T3|strain2|0007404	demo_contig_1	strain2
T3	T3|strain2|0007555	demo_contig_1	strain2
T3	T3|strain2|0007582	demo_contig_1	strain2
T3	T3|strain2|0007584	demo_contig_1	strain2
T3	T3|strain2|0007596	demo_contig_1	strain2
T3	T3|strain2|0007732	demo_contig_1	strain2
T3	T3|strain2|0007786	demo_contig_1	strain2
T3	T3|strain2|0007794	demo_contig_1	strain2
T3	T3|strain2|0007864	demo_contig_1	strain2
T3	T3|strain2|0007870	demo_contig_1	strain2
T3	T3|strain2|0007940	demo_contig_1	strain2
T3	T3|strain2|0008079	demo_contig_1	strain2
T3	T3|strain2|0008157	demo_contig_1	strain2
T3	T3|strain2|0008187	demo_contig_1	strain2
T3	T3|strain2|0008247	demo_contig_1	strain2
T3	T3|strain2|0008305	demo_contig_1	strain2
T3	T3|strain2|0008348	demo_contig_1	strain2
T3	T3|strain2|0008398	demo_contig_1	strain2
T3	T3|strain2|0008483	demo_contig_1	strain2
T3	T3|strain2|0008490	demo_contig_1	strain2
T3	T3|strain2|0008570	demo_contig_1	strain2
T3	T3|strain2|0008682	demo_contig_1	strain2
T3	T3|strain2|0008770	demo_contig_1	strain2
T3	T3|strain2|0008819	demo_contig_1	strain2
T3	T3|strain2|0008887	demo_contig_1	strain2
T3	T3|strain2|0008946	demo_contig_1	strain2
T3	T3|strain2|0009144	demo_contig_1	strain2
T3	T3|strain2|0009158	demo_contig_1	strain2
T3	T3|strain2|0009321	demo_contig_1	strain2
T3	T3|strain2|0009362	demo_contig_1	strain2
T3	T3|strain2|0009484	demo_contig_1	strain2
T3	T3|strain2|0009532	demo_contig_1	strain2
T3	T3|strain2|0009538	demo_contig_1	strain2
T3	T3|strain2|0009550	demo_contig_1	strain2
T3	T3|strain2|0009618	demo_contig_1	strain2
T3	T3|strain2|0009671	demo_contig_1	strain2
T3	T3|strain2|0009814	demo_contig_1	strain2
T3	T3|strain2|0009876	demo_contig_1	strain2
T3	T3|strain2|0009890	demo_contig_1	strain2
T3	T3|strain2|0009899	demo_contig_1	strain2
T3	T3|strain2|0009910	demo_contig_1	strain2
T3	T3|strain2|0009927	demo_contig_1	strain2
T3	T3|strain2|0009936	demo_contig_1	strain2
T3	T3|strain2|0009973	demo_contig_1	strain2
T3	T3|strain2|0010007	demo_contig_1	strain2
T3	T3|strain2|0010011	demo_contig_1	strain2
T3	T3|strain2|0010017	demo_contig_1	strain2
T3	T3|strain2|0010031	demo_contig_1	strain2
T3	T3|strain2|0010095	demo_contig_1	strain2
T3	T3|strain2|0010120	demo_contig_1	strain2
T3	T3|strain2|0010177	demo_contig_1	strain2
T3	T3|strain2|0010187	demo_contig_1	strain2
T3	T3|strain2|0010219	demo_contig_1	strain2
T3	T3|strain2|0010303	demo_contig_1	strain2
T3	T3|strain2|0010478	demo_contig_1	strain2
T3	T3|strain2|0010517	demo_contig_1	strain2
T3	T3|strain2|0010585	demo_contig_1	strain2
T3	T3|strain2|0010803	demo_contig_1	strain2
T3	T3|strain2|0010830	demo_contig_1	strain2
T3	T3|strain2|0010864	demo_contig_1	strain2
T3	T3|strain2|0010878	demo_contig_1	strain2
T3	T3|strain2|0010996	demo_contig_1	strain2
T3	T3|strain2|0011039	demo_contig_1	strain2
T3	T3|strain2|0011094	demo_contig_1	strain2
T3	T3|strain2|0011237	demo_contig_1	strain2
T3	T3|strain2|0011358	demo_contig_1	strain2
T3	T3|strain2|0011414	demo_contig_1	strain2
T3	T3|strain2|0011460	demo_contig_1	strain2
T3	T3|strain2|0011474	demo_contig_1	strain2
T3	T3|strain2|0011506	demo_contig_1	strain2
T3	T3|strain2|0011644	demo_contig_1	strain2
T3	T3|strain2|0011693	demo_contig_1	strain2
T3	T3|strain2|0011721	demo_contig_1	strain2
T3	T3|strain2|0011784	demo_contig_1	strain2
T3	T3|strain2|0011826	demo_contig_1	strain2
T3	T3|strain2|0011961	demo_contig_1	strain2
T3	T3|strain2|0011974	demo_contig_1	strain2
T3	T3|strain2|0011977	demo_contig_1	strain2
T3	T3|strain2|0012010	demo_contig_1	strain2
T3	T3|strain2|0012037	demo_contig_1	strain2
T3	T3|strain2|0012114	demo_contig_1	strain2
T3	T3|strain2|0012247	demo_contig_1	strain2
T3	T3|strain2|0012304	demo_contig_1	strain2
T3	T3|strain2|0012449	demo_contig_1	strain2
T3	T3|strain2|0012472	demo_contig_1	strain2
T3	T3|strain2|0012648	demo_contig_1	strain2
T3	T3|strain2|0012771	demo_contig_1	strain2
T4	T4|strain1|0000171	demo_contig_1	strain1
T4	T4|strain1|0000172	demo_contig_1	strain1
T4	T4|strain1|0000188	demo_contig_1	strain1
T4	T4|strain1|0000246	demo_contig_1	strain1
T4	T4|strain1|0000254	demo_contig_1	strain1
T4	T4|strain1|0000329	demo_contig_1	strain1
T4	T4|strain1|0000339	demo_contig_1	strain1
T4	T4|strain1|0000349	demo_contig_1	strain1
T4	T4|strain1|0000381	demo_contig_1	strain1
T4	T4|strain1|0000397	demo_contig_1	strain1
T4	T4|strain1|0000498	demo_contig_1	strain1
T4	T4|strain1|0000520	demo_contig_1	strain1
T4	T4|strain1|0000537	demo_contig_1	strain1
T4	T4|strain1|0000555	demo_contig_1	strain1
T4	T4|strain1|0000565	demo_contig_1	strain1
T4	T4|strain1|0000566	demo_contig_1	strain1
T4	T4|strain1|0000718	demo_contig_1	strain1
T4	T4|strain1|0000864	demo_contig_1	strain1
T4	T4|strain1|0000900	demo_contig_1	strain1
T4	T4|strain1|0000920	demo_contig_1	strain1
T4	T4|strain1|0000932	demo_contig_1	strain1
T4	T4|strain1|0000974	demo_contig_1	strain1
T4	T4|strain1|0000983	demo_contig_1	strain1
T4	T4|strain1|0001009	demo_contig_1	strain1
T4	T4|strain1|0001307	demo_contig_1	strain1
T4	T4|strain1|0001399	demo_contig_1	strain1
T4	T4|strain1|0001458	demo_contig_1	strain1
T4	T4|strain1|0001551	demo_contig_1	strain1
T4	T4|strain1|0001602	demo_contig_1	strain1
T4	T4|strain1|0001659	demo_contig_1	strain1
T4	T4|strain1|0001664	demo_contig_1	strain1
T4	T4|strain1|0001990	demo_contig_1	strain1
T4	T4|strain1|0002052	demo_contig_1	strain1
T4	T4|strain1|0002080	demo_contig_1	strain1
T4	T4|strain1|0002110	demo_contig_1	strain1
T4	T4|strain1|0002155	demo_contig_1	strain1
T4	T4|strain1|0002430	demo_contig_1	strain1
T4	T4|strain1|0002461	demo_contig_1	strain1
T4	T4|strain1|0002526	demo_contig_1	strain1
T4	T4|strain1|0002542	demo_contig_1	strain1
T4	T4|strain1|0002556	demo_contig_1	strain1
T4	T4|strain1|0002589	demo_contig_1	strain1
T4	T4|strain1|0002665	demo_contig_1	strain1
T4	T4|strain1|0002673	demo_contig_1	strain1
T4	T4|strain1|0002757	demo_contig_1	strain1
T4	T4|strain1|0002789	demo_contig_1	strain1
T4	T4|strain1|0002793	demo_contig_1	strain1
T4	T4|strain1|0002930	demo_contig_1	strain1
T4	T4|strain1|0002940	demo_contig_1	strain1
T4	T4|strain1|0002946	demo_contig_1	strain1
T4	T4|strain1|0003053	demo_contig_1	strain1
T4	T4|strain1|0003160	demo_contig_1	strain1
T4	T4|strain1|0003221	demo_contig_1	strain1
T4	T4|strain1|0003237	demo_contig_1	strain1
T4	T4|strain1|0003274	demo_contig_1	strain1
T4	T4|strain1|0003279	demo_contig_1	strain1
T4	T4|strain1|0003296	demo_contig_1	strain1
T4	T4|strain1|0003307	demo_contig_1	strain1
T4	T4|strain1|0003321	demo_contig_1	strain1
T4	T4|strain1|0003329	demo_contig_1	strain1
T4	T4|strain1|0003407	demo_contig_1	strain1
T4	T4|strain1|0003474	demo_contig_1	strain1
T4	T4|strain1|0003529	demo_contig_1	strain1
T4	T4|strain1|0003641	demo_contig_1	strain1
T4	T4|strain1|0003654	demo_contig_1	strain1
T4	T4|strain1|0003676	demo_contig_1	strain1
